prompt,name,problem_type,language,parallelism_model,temperature,top_p,do_sample,max_new_tokens,prompted,generated_output,did_build,is_source_valid,best_sequential_runtime,output_idx,virtual_memory_used,max_gpu_memory_usage,max_gpu_utilization,average_gpu_memory_usage,average_gpu_utilization,generation_times,run_idx,did_run,is_valid,runtime,num_threads
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,47,-28180480,26685.0,0.0,26685.0,0.0,2.1493325233459473,3.0,True,False,,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,47,-28180480,26685.0,0.0,26685.0,0.0,2.1493325233459473,4.0,True,False,,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n    // TODO: Implement this function.\n    return 0;\n}",True,False,,48,-58400768,26685.0,0.96,26685.0,0.48,4.174752712249756,0.0,True,False,,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n    // TODO: Implement this function.\n    return 0;\n}",True,False,,48,-58400768,26685.0,0.96,26685.0,0.48,4.174752712249756,1.0,True,False,,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n    // TODO: Implement this function.\n    return 0;\n}",True,False,,48,-58400768,26685.0,0.96,26685.0,0.48,4.174752712249756,2.0,True,False,,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n    // TODO: Implement this function.\n    return 0;\n}",True,False,,48,-58400768,26685.0,0.96,26685.0,0.48,4.174752712249756,3.0,True,False,,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n    // TODO: Implement this function.\n    return 0;\n}",True,False,,48,-58400768,26685.0,0.96,26685.0,0.48,4.174752712249756,4.0,True,False,,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,49,-14483456,26685.0,0.0,26685.0,0.0,2.044879674911499,0.0,True,False,,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,49,-14483456,26685.0,0.0,26685.0,0.0,2.044879674911499,1.0,True,False,,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,49,-14483456,26685.0,0.0,26685.0,0.0,2.044879674911499,2.0,True,False,,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,49,-14483456,26685.0,0.0,26685.0,0.0,2.044879674911499,3.0,True,False,,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,49,-14483456,26685.0,0.0,26685.0,0.0,2.044879674911499,4.0,True,False,,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,50,-38621184,26685.0,0.0,26685.0,0.0,2.0471956729888916,0.0,True,False,,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,50,-38621184,26685.0,0.0,26685.0,0.0,2.0471956729888916,1.0,True,False,,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,50,-38621184,26685.0,0.0,26685.0,0.0,2.0471956729888916,2.0,True,False,,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,50,-38621184,26685.0,0.0,26685.0,0.0,2.0471956729888916,3.0,True,False,,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,50,-38621184,26685.0,0.0,26685.0,0.0,2.0471956729888916,4.0,True,False,,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,51,-3002368,26685.0,0.0,26685.0,0.0,2.0460636615753174,0.0,True,False,,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,51,-3002368,26685.0,0.0,26685.0,0.0,2.0460636615753174,1.0,True,False,,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,51,-3002368,26685.0,0.0,26685.0,0.0,2.0460636615753174,2.0,True,False,,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,51,-3002368,26685.0,0.0,26685.0,0.0,2.0460636615753174,3.0,True,False,,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,51,-3002368,26685.0,0.0,26685.0,0.0,2.0460636615753174,4.0,True,False,,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,52,-30429184,26685.0,0.0,26685.0,0.0,2.043370008468628,0.0,True,False,,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,52,-30429184,26685.0,0.0,26685.0,0.0,2.043370008468628,1.0,True,False,,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,52,-30429184,26685.0,0.0,26685.0,0.0,2.043370008468628,2.0,True,False,,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,52,-30429184,26685.0,0.0,26685.0,0.0,2.043370008468628,3.0,True,False,,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,52,-30429184,26685.0,0.0,26685.0,0.0,2.043370008468628,4.0,True,False,,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n    // TODO: Implement this function.\n    return 0;\n}",True,False,,53,-15396864,26685.0,0.0,26685.0,0.0,2.0431880950927734,0.0,True,False,,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n    // TODO: Implement this function.\n    return 0;\n}",True,False,,53,-15396864,26685.0,0.0,26685.0,0.0,2.0431880950927734,1.0,True,False,,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n    // TODO: Implement this function.\n    return 0;\n}",True,False,,53,-15396864,26685.0,0.0,26685.0,0.0,2.0431880950927734,2.0,True,False,,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n    // TODO: Implement this function.\n    return 0;\n}",True,False,,53,-15396864,26685.0,0.0,26685.0,0.0,2.0431880950927734,3.0,True,False,,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n    // TODO: Implement this function.\n    return 0;\n}",True,False,,53,-15396864,26685.0,0.0,26685.0,0.0,2.0431880950927734,4.0,True,False,,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function using HPX\n  return 0;\n}",True,False,,54,-62136320,26685.0,0.0,26685.0,0.0,2.0465469360351562,0.0,True,False,,1.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function using HPX\n  return 0;\n}",True,False,,54,-62136320,26685.0,0.0,26685.0,0.0,2.0465469360351562,1.0,True,False,,2.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function using HPX\n  return 0;\n}",True,False,,54,-62136320,26685.0,0.0,26685.0,0.0,2.0465469360351562,2.0,True,False,,4.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function using HPX\n  return 0;\n}",True,False,,54,-62136320,26685.0,0.0,26685.0,0.0,2.0465469360351562,3.0,True,False,,8.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function using HPX\n  return 0;\n}",True,False,,54,-62136320,26685.0,0.0,26685.0,0.0,2.0465469360351562,4.0,True,False,,16.0
"#include <hpx/hpx_main.hpp>\n\n/* Return the number of vertices in the largest component of the undirected graph defined by the adjacency matrix A.\n   A is an NxN adjacency matrix stored in row-major. A is an undirected graph.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Example:\n\n	 input: [[0, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 1], [0, 0, 1, 0]]\n   output: 2\n*/\nint largestComponent(std::vector<int> const& A, size_t N) {",16_graph_largest_component,graph,cpp,hpx,0.2,0.95,True,2048,False,"int largestComponent(std::vector<int> const& A, size_t N) {\n  // TODO: Implement this function.\n  return 0;\n}",True,False,,55,10866688,26685.0,0.0,26685.0,0.0,2.0430729389190674,0.0,True,False,,1.0
